CONTRACT_NAME,CONTRACT_ID,STATUS,NETWORK
CORE_MINT,GA3ECRFJ6SO5BW6NEIKW3ACJXNG5UNBTLRRXWC742NHUEDV6KL3RNEN6,ACTIVE,TESTNET
LAYER_YELLOW,CANL...SDFF,ACTIVE,TESTNET
2026-06-30 19:16:25,0.5742,0.4258,1.4211,4607184.25,0.5056,4.0535
2026-06-30 19:22:04,0.6917,0.3083,1.546,6485163.84,0.5843,4.4112
2026-06-30 19:22:11,0.6815,0.3185,1.5691,6491618.45,0.5712,4.3644
2026-06-30 19:22:19,0.6697,0.3303,1.588,6496757.58,0.5578,4.315
2026-06-30 19:22:26,0.6592,0.3408,1.5974,6499290.28,0.5474,4.2751
2026-06-30 19:22:33,0.6487,0.3513,1.5999,6499986.54,0.5382,4.2383
2026-06-30 19:22:40,0.6382,0.3618,1.5957,6498845.5,0.5302,4.2045
2026-06-30 19:22:47,0.6278,0.3722,1.5847,6495868.56,0.5235,4.174
2026-06-30 19:22:54,0.6175,0.3825,1.5671,6491059.36,0.5179,4.1462
2026-06-30 19:23:01,0.6073,0.3927,1.5433,6484423.81,0.5135,4.1212
2026-06-30 19:23:09,0.596,0.404,1.5092,6474614.49,0.5097,4.0958
2026-06-30 19:23:16,0.5863,0.4137,1.4738,6464095.53,0.5073,4.0759
2026-06-30 19:23:23,0.577,0.423,1.4341,6451783.24,0.5059,4.0585
2026-06-30 19:23:30,0.568,0.432,1.3907,6437692.69,0.5053,4.0431
2026-06-30 19:23:37,0.5594,0.4406,1.3447,6421841.16,0.5053,4.0295
2026-06-30 19:23:44,0.5513,0.4487,1.2967,6404248.04,0.506,4.0178
2026-06-30 19:26:26,0.5421,0.4579,1.2376,5586281.24,0.5075,4.0058
2026-06-30 19:26:33,0.5496,0.4504,1.2865,5537608.29,0.5062,4.0155
2026-06-30 19:26:40,0.5577,0.4423,1.3347,5488276.83,0.5055,4.0271
2026-06-30 19:26:47,0.5662,0.4338,1.3813,5438347.29,0.5053,4.0403
2026-06-30 19:26:54,0.5751,0.4249,1.4253,5387880.83,0.5057,4.0551
2026-06-30 19:27:01,0.5843,0.4157,1.4658,5336939.26,0.5069,4.072
2026-06-30 19:27:09,0.5953,0.4047,1.507,5278218.64,0.5094,4.0941
2026-06-30 19:27:16,0.6052,0.3948,1.5376,5226469.75,0.5126,4.1161
2026-06-30 19:27:23,0.6153,0.3847,1.5626,5174443.46,0.5169,4.1406
2026-06-30 19:27:30,0.6256,0.3744,1.5815,5122203.5,0.5222,4.1678
2026-06-30 19:27:37,0.6361,0.3639,1.5939,5069813.86,0.5288,4.1982
2026-06-30 19:27:44,0.6465,0.3535,1.5996,5017338.7,0.5364,4.2309
2026-06-30 19:27:51,0.657,0.343,1.5985,4964842.31,0.5453,4.267
2026-06-30 19:27:59,0.669,0.331,1.5888,4904902.91,0.5571,4.3123
2026-06-30 19:28:06,0.6793,0.3207,1.5732,4852577.46,0.5686,4.3549
2026-06-30 19:28:13,0.6896,0.3104,1.5513,4800432.58,0.5815,4.4012
2026-06-30 19:28:20,0.6996,0.3004,1.5235,4748532.15,0.5954,4.4501
2026-06-30 19:28:29,0.7121,0.2879,1.48,4682264.48,0.6149,4.5171
2026-06-30 19:28:39,0.7254,0.2746,1.423,4609394.01,0.6384,4.5963
2026-06-30 19:28:52,0.7416,0.2584,1.339,4516148.92,0.6712,4.7052
2026-06-30 19:29:00,0.7508,0.2492,1.2839,4459758.31,0.6921,4.7739
2026-06-30 19:29:07,0.7583,0.2417,1.235,4411122.44,0.7105,4.8341
2026-06-30 19:29:14,0.7653,0.2347,1.1863,4363207.87,0.7288,4.8937
2026-06-30 19:29:21,0.7717,0.2283,1.1389,4316073.3,0.7466,4.9515
2026-06-30 19:29:28,0.7776,0.2224,1.0937,4269776.44,0.7637,5.0071
2026-06-30 19:29:33,0.7814,0.2186,1.0632,4237251.61,0.7753,5.0447
2026-06-30 19:29:36,0.7835,0.2165,1.0458,4217964.24,0.7819,5.066
2026-06-30 19:29:40,0.7861,0.2139,1.0237,4192522.19,0.7903,5.0932
2026-06-30 19:29:43,0.7879,0.2121,1.0081,4173652.06,0.7962,5.1122
2026-06-30 19:29:47,0.7902,0.2098,0.9887,4148781.83,0.8037,5.1366
2026-06-30 19:29:50,0.7917,0.2083,0.9752,4130352.05,0.8089,5.1533
2026-06-30 19:29:54,0.7936,0.2064,0.9587,4106084.1,0.8153,5.1741
2026-06-30 19:29:57,0.7948,0.2052,0.9476,4088117.25,0.8196,5.1879
2026-06-30 19:30:01,0.7963,0.2037,0.9345,4064481.3,0.8247,5.2046
2026-06-30 19:30:04,0.7972,0.2028,0.926,4046999.4,0.828,5.2151
2026-06-30 19:30:09,0.7984,0.2016,0.9144,4018341.3,0.8325,5.2296
2026-06-30 19:30:11,0.7988,0.2012,0.9107,4007048.85,0.8339,5.2341
2026-06-30 19:30:16,0.7996,0.2004,0.9038,3979254.59,0.8367,5.2432
2026-06-30 19:30:19,0.7999,0.2001,0.9013,3962883.14,0.8377,5.2465
2026-06-30 19:30:23,0.8,0.2,0.9,3941418.16,0.8381,5.2478
2026-06-30 19:30:26,0.7999,0.2001,0.9005,3925596.83,0.8379,5.247
2026-06-30 19:30:30,0.7997,0.2003,0.9031,3904878.36,0.837,5.2443
2026-06-30 19:30:33,0.7993,0.2007,0.9064,3889626.53,0.8356,5.2397
2026-06-30 19:30:37,0.7986,0.2014,0.9129,3869679.95,0.8331,5.2316
2026-06-30 19:30:40,0.7979,0.2021,0.9191,3855016.29,0.8306,5.2235
2026-06-30 19:30:44,0.7968,0.2032,0.9293,3835866.04,0.8267,5.2109
2026-06-30 19:30:47,0.7958,0.2042,0.9383,3821808.52,0.8232,5.1995
2026-06-30 19:30:51,0.7943,0.2057,0.952,3803478.05,0.8179,5.1824
2026-06-30 19:30:54,0.793,0.207,0.9636,3790043.89,0.8134,5.1678
2026-06-30 19:30:59,0.7906,0.2094,0.9851,3768260.04,0.8051,5.1411
2026-06-30 19:31:01,0.7895,0.2105,0.9944,3759761.3,0.8015,5.1294
2026-06-30 19:31:06,0.7866,0.2134,1.0196,3739058.87,0.7919,5.0984
2026-06-30 19:31:09,0.7847,0.2153,1.0358,3727014.87,0.7857,5.0784
2026-06-30 19:31:13,0.7819,0.2181,1.0586,3711402.2,0.777,5.0501
2026-06-30 19:31:16,0.7797,0.2203,1.0765,3700030.6,0.7702,5.028
2026-06-30 19:31:20,0.7766,0.2234,1.1014,3685323.9,0.7608,4.9976
2026-06-30 19:31:23,0.7741,0.2259,1.1206,3674638.64,0.7535,4.9739
2026-06-30 19:31:27,0.7707,0.2293,1.147,3660855.91,0.7436,4.9419
2026-06-30 19:31:30,0.7679,0.2321,1.1673,3650870.08,0.7359,4.9168
2026-06-30 19:31:34,0.7641,0.2359,1.1947,3638028.2,0.7256,4.8832
2026-06-30 19:31:37,0.7612,0.2388,1.2155,3628754.03,0.7179,4.8582
2026-06-30 19:31:41,0.757,0.243,1.2435,3616868.74,0.7073,4.8235
2026-06-30 19:31:44,0.7538,0.2462,1.2645,3608317.59,0.6994,4.7977
2026-06-30 19:31:49,0.7483,0.2517,1.2993,3594762.41,0.6863,4.7548
2026-06-30 19:31:51,0.746,0.254,1.3131,3589585.78,0.681,4.7375
2026-06-30 19:31:56,0.7401,0.2599,1.3472,3577262.37,0.668,4.6946
2026-06-30 19:31:59,0.7365,0.2635,1.3672,3570294.65,0.6603,4.6692
2026-06-30 19:32:03,0.7315,0.2685,1.3932,3561505.01,0.6502,4.6357
2026-06-30 19:32:06,0.7277,0.2723,1.412,3555290.18,0.6428,4.611
2026-06-30 19:32:10,0.7225,0.2775,1.4363,3547509.62,0.633,4.5782
2026-06-30 19:32:13,0.7186,0.2814,1.4538,3542055.3,0.6259,4.5545
2026-06-30 19:32:17,0.7132,0.2868,1.4758,3535293.35,0.6167,4.5232
2026-06-30 19:32:20,0.7091,0.2909,1.4915,3530606.23,0.61,4.5004
2026-06-30 19:32:24,0.7035,0.2965,1.5109,3524871.17,0.6012,4.4702
2026-06-30 19:32:27,0.6993,0.3007,1.5245,3520956.97,0.5949,4.4484
2026-06-30 19:32:32,0.6921,0.3079,1.5448,3515173.21,0.5849,4.4132
2026-06-30 19:32:34,0.6892,0.3108,1.5521,3513119.36,0.581,4.3994
2026-06-30 19:32:39,0.682,0.318,1.5682,3508635.64,0.5718,4.3666
2026-06-30 19:32:42,0.6775,0.3225,1.5764,3506392.64,0.5665,4.3472
2026-06-30 19:32:46,0.6716,0.3284,1.5854,3503924.8,0.5599,4.3228
2026-06-30 19:32:49,0.6672,0.3328,1.5908,3502466.58,0.5552,4.3052
2026-06-30 19:32:53,0.6612,0.3388,1.5961,3501046.47,0.5493,4.2825
2026-06-30 19:32:56,0.6567,0.3433,1.5986,3500374.82,0.5451,4.2661
2026-06-30 19:33:00,0.6507,0.3493,1.6,3500004.16,0.5398,4.2449
2026-06-30 19:33:03,0.6462,0.3538,1.5996,3500119.91,0.5362,4.23
2026-06-30 19:33:07,0.6402,0.3598,1.597,3500799.17,0.5317,4.2108
2026-06-30 19:33:10,0.6357,0.3643,1.5937,3501702.16,0.5285,4.1969
2026-06-30 19:33:14,0.6298,0.3702,1.5873,3503430.5,0.5247,4.1796
2026-06-30 19:33:17,0.6253,0.3747,1.581,3505119.64,0.5221,4.1671
2026-06-30 19:33:22,0.618,0.382,1.5681,3508682.08,0.5182,4.1476
2026-06-30 19:33:24,0.615,0.385,1.562,3510368.17,0.5167,4.1398
2026-06-30 19:33:29,0.6078,0.3922,1.5446,3515234.68,0.5137,4.1224
2026-06-30 19:33:32,0.6035,0.3965,1.5327,3518600.22,0.512,4.1122
2026-06-30 19:33:36,0.5978,0.4022,1.5153,3523605.94,0.5102,4.0996
2026-06-30 19:33:39,0.5936,0.4064,1.5011,3527747.89,0.509,4.0907
2026-06-30 19:33:43,0.5881,0.4119,1.4808,3533785.6,0.5077,4.0795
2026-06-30 19:33:46,0.584,0.416,1.4647,3538698.88,0.5069,4.0715
2026-06-30 19:33:50,0.5787,0.4213,1.4419,3545761.18,0.5061,4.0616
2026-06-30 19:33:53,0.5748,0.4252,1.424,3551439.79,0.5057,4.0547
2026-06-30 19:33:57,0.5697,0.4303,1.3991,3559518.02,0.5054,4.046
2026-06-30 19:34:00,0.5659,0.4341,1.3799,3565955.0,0.5052,4.0396
2026-06-30 19:34:04,0.561,0.439,1.3535,3575039.28,0.5053,4.032
2026-06-30 19:34:07,0.5574,0.4426,1.3333,3582226.74,0.5054,4.0265
2026-06-30 19:34:12,0.5516,0.4484,1.2989,3594913.87,0.5059,4.0181
2026-06-30 19:34:14,0.5494,0.4506,1.285,3600235.07,0.5063,4.0153
2026-06-30 19:34:19,0.5439,0.4561,1.2501,3614149.25,0.5071,4.008
2026-06-30 19:34:22,0.5408,0.4592,1.2291,3622914.07,0.5077,4.004
2026-06-30 19:34:26,0.5368,0.4632,1.2012,3635082.11,0.5087,3.9993
2026-06-30 19:34:29,0.5339,0.4661,1.1805,3644566.7,0.5094,3.9959
2026-06-30 19:34:33,0.5302,0.4698,1.1533,3657686.84,0.5105,3.9918
2026-06-30 19:34:36,0.5275,0.4725,1.1334,3667879.58,0.5113,3.9888
2026-06-30 19:34:40,0.5242,0.4758,1.1074,3681935.72,0.5125,3.9855
2026-06-30 19:34:43,0.5218,0.4782,1.0884,3692824.13,0.5134,3.9831
2026-06-30 19:34:47,0.5188,0.4812,1.0641,3707799.08,0.5146,3.9802
2026-06-30 19:34:50,0.5166,0.4834,1.0467,3719369.81,0.5154,3.9779
2026-06-30 19:34:54,0.514,0.486,1.0246,3735245.21,0.5166,3.9757
2026-06-30 19:34:57,0.5122,0.4878,1.0089,3747484.1,0.5175,3.9742
2026-06-30 19:35:02,0.5094,0.4906,0.9848,3768507.11,0.5188,3.9717
2026-06-30 19:35:04,0.5084,0.4916,0.9759,3777132.57,0.5193,3.9709
2026-06-30 19:35:09,0.5061,0.4939,0.9555,3799229.3,0.5205,3.969
2026-06-30 19:35:12,0.5049,0.4951,0.9447,3812848.45,0.5211,3.968
2026-06-30 19:35:16,0.5035,0.4965,0.932,3831422.27,0.5219,3.967
2026-06-30 19:35:19,0.5026,0.4974,0.9238,3845659.8,0.5224,3.9663
2026-06-30 19:35:23,0.5016,0.4984,0.9147,3865046.61,0.5229,3.9655
2026-06-30 19:35:26,0.501,0.499,0.9093,3879885.07,0.5233,3.9651
2026-06-30 19:35:30,0.5004,0.4996,0.904,3900061.12,0.5236,3.9646
2026-06-30 19:35:33,0.5002,0.4998,0.9014,3915482.33,0.5238,3.9646
2026-06-30 19:35:37,0.5,0.5,0.9,3936422.92,0.5238,3.9643
2026-06-30 19:35:40,0.5,0.5,0.9004,3952408.0,0.5238,3.9643
2026-06-30 19:35:44,0.5003,0.4997,0.9029,3974087.47,0.5236,3.9644
2026-06-30 19:35:47,0.5007,0.4993,0.9062,3990616.84,0.5235,3.9649
2026-06-30 19:35:52,0.5016,0.4984,0.9145,4018668.62,0.523,3.9656
2026-06-30 19:35:54,0.502,0.498,0.9188,4030062.05,0.5226,3.9657
2026-06-30 19:35:59,0.5034,0.4966,0.9317,4058967.45,0.5219,3.9668
2026-06-30 19:36:02,0.5045,0.4955,0.941,4076594.16,0.5214,3.9679
2026-06-30 19:36:06,0.506,0.494,0.9551,4100418.93,0.5205,3.9689
2026-06-30 19:36:09,0.5074,0.4926,0.967,4118524.17,0.5198,3.9701
2026-06-30 19:36:13,0.5093,0.4907,0.9843,4142972.29,0.5188,3.9716
2026-06-30 19:36:16,0.511,0.489,0.9985,4161533.88,0.5181,3.9732
2026-06-30 19:36:20,0.5133,0.4867,1.0187,4186575.39,0.5169,3.975
2026-06-30 19:36:23,0.5152,0.4848,1.0349,4205570.6,0.516,3.9766
2026-06-30 19:36:27,0.518,0.482,1.0577,4231174.84,0.5149,3.9794
2026-06-30 19:36:30,0.5202,0.4798,1.0755,4250580.39,0.514,3.9815
2026-06-30 19:36:34,0.5233,0.4767,1.1003,4276716.0,0.5128,3.9845
2026-06-30 19:36:37,0.5257,0.4743,1.1196,4296508.14,0.5119,3.9869
2026-06-30 19:36:42,0.5301,0.4699,1.1527,4329844.56,0.5105,3.9916
2026-06-30 19:36:44,0.5319,0.4681,1.1662,4343297.57,0.5099,3.9935
2026-06-30 19:36:49,0.5367,0.4633,1.2005,4377214.45,0.5087,3.9992
2026-06-30 19:36:52,0.5397,0.4603,1.2214,4397752.78,0.508,4.0028
2026-06-30 19:36:56,0.5438,0.4562,1.2494,4425347.19,0.5071,4.0078
2026-06-30 19:36:59,0.5471,0.4529,1.2704,4446194.44,0.5066,4.0122
